"Sample"	"Sampling"	"Wells"	"Tox"	"Conc"	"Unit"	"Treatment"	"term"	"estimate"	"auc"
"3479"	"Div5_set2_13"	"End"	"A07"	"Cont"	NA	NA	NA	"K"	0.104167357148127	10.4349923233138
"3480"	"Div5_set2_13"	"End"	"A07"	"Cont"	NA	NA	NA	"l"	22.4193404608048	10.4349923233138
"3481"	"Div5_set2_13"	"End"	"A07"	"Cont"	NA	NA	NA	"r"	0.0430036246688969	10.4349923233138
"3482"	"Div5_set1_46"	"End"	"F06"	"Cipro"	1.042	"µM"	NA	NA	0	0
"3483"	"Div5_set1_38"	"End"	"G03"	"NaCl"	4.23	"percent"	NA	"K"	0.0208196611464909	0.990706010675198
"3484"	"Div5_set1_38"	"End"	"G03"	"NaCl"	4.23	"percent"	NA	"l"	61.7753272754027	0.990706010675198
"3485"	"Div5_set1_38"	"End"	"G03"	"NaCl"	4.23	"percent"	NA	"r"	0.000823398739106699	0.990706010675198
"3486"	"Div5_set2_13"	"End"	"A04"	"Cont"	NA	NA	NA	"K"	0.10797735720011	10.8069378243443
"3487"	"Div5_set2_13"	"End"	"A04"	"Cont"	NA	NA	NA	"l"	22.4601113776498	10.8069378243443
"3488"	"Div5_set2_13"	"End"	"A04"	"Cont"	NA	NA	NA	"r"	0.0430667330688932	10.8069378243443
"3489"	"Div5_set1_46"	"End"	"F11"	"Cipro"	0.022	"µM"	NA	"K"	0.120148285772761	12.1261731683243
"3490"	"Div5_set1_46"	"End"	"F11"	"Cipro"	0.022	"µM"	NA	"l"	21.4287133405806	12.1261731683243
"3491"	"Div5_set1_46"	"End"	"F11"	"Cipro"	0.022	"µM"	NA	"r"	0.0423908438587471	12.1261731683243
"3492"	"Div5_set1_38"	"End"	"G02"	"NaCl"	6.47	"percent"	NA	NA	0	0
"3493"	"Div5_set2_13"	"End"	"A05"	"Cont"	NA	NA	NA	"K"	0.0969683570547134	9.76881971862924
"3494"	"Div5_set2_13"	"End"	"A05"	"Cont"	NA	NA	NA	"l"	21.6963492073993	9.76881971862924
"3495"	"Div5_set2_13"	"End"	"A05"	"Cont"	NA	NA	NA	"r"	0.0360335620618884	9.76881971862924
"3496"	"Div5_set1_46"	"End"	"F12"	"Cipro"	0.01	"µM"	NA	"K"	0.0954211873975389	11.6689359810726
"3497"	"Div5_set1_46"	"End"	"F12"	"Cipro"	0.01	"µM"	NA	"l"	-0.255444591830689	11.6689359810726
"3498"	"Div5_set1_46"	"End"	"F12"	"Cipro"	0.01	"µM"	NA	"r"	0.0290663047149879	11.6689359810726
"3499"	"Div5_set1_38"	"End"	"G01"	"NaCl"	9.9	"percent"	NA	NA	0	0
"3500"	"Div5_set1_38"	"End"	"F12"	"Cipro"	0.01	"µM"	NA	"K"	0.0664667852788858	6.63855193598281
"3501"	"Div5_set1_38"	"End"	"F12"	"Cipro"	0.01	"µM"	NA	"l"	22.6358556479957	6.63855193598281
"3502"	"Div5_set1_38"	"End"	"F12"	"Cipro"	0.01	"µM"	NA	"r"	0.025942498235445	6.63855193598281
"3503"	"Div5_set1_38"	"End"	"F11"	"Cipro"	0.022	"µM"	NA	"K"	0.151850642920491	15.1046089080215
"3504"	"Div5_set1_38"	"End"	"F11"	"Cipro"	0.022	"µM"	NA	"l"	23.1138908399082	15.1046089080215
"3505"	"Div5_set1_38"	"End"	"F11"	"Cipro"	0.022	"µM"	NA	"r"	0.062237208934075	15.1046089080215
"3506"	"Div5_set1_38"	"End"	"F10"	"Cipro"	0.047	"µM"	NA	"K"	0.128874642949064	12.8365088160059
"3507"	"Div5_set1_38"	"End"	"F10"	"Cipro"	0.047	"µM"	NA	"l"	22.9394060179847	12.8365088160059
"3508"	"Div5_set1_38"	"End"	"F10"	"Cipro"	0.047	"µM"	NA	"r"	0.0513598708692905	12.8365088160059
"3509"	"Div5_set1_38"	"End"	"F09"	"Cipro"	0.102	"µM"	NA	"K"	0.12343792886061	12.2691764382191
"3510"	"Div5_set1_38"	"End"	"F09"	"Cipro"	0.102	"µM"	NA	"l"	23.1356253407626	12.2691764382191
"3511"	"Div5_set1_38"	"End"	"F09"	"Cipro"	0.102	"µM"	NA	"r"	0.0487666055966892	12.2691764382191
"3512"	"Div5_set1_38"	"End"	"F08"	"Cipro"	0.221	"µM"	NA	"K"	0.120655670156723	11.9365695644105
"3513"	"Div5_set1_38"	"End"	"F08"	"Cipro"	0.221	"µM"	NA	"l"	19.1959250467483	11.9365695644105
"3514"	"Div5_set1_38"	"End"	"F08"	"Cipro"	0.221	"µM"	NA	"r"	0.0119197914214695	11.9365695644105
"3515"	"Div5_set1_38"	"End"	"F07"	"Cipro"	0.48	"µM"	NA	"K"	0.074883632141703	7.56209097224059
"3516"	"Div5_set1_38"	"End"	"F07"	"Cipro"	0.48	"µM"	NA	"l"	6.70499325248603	7.56209097224059
"3517"	"Div5_set1_38"	"End"	"F07"	"Cipro"	0.48	"µM"	NA	"r"	0.00266541650199322	7.56209097224059
"3518"	"Div5_set1_38"	"End"	"F06"	"Cipro"	1.042	"µM"	NA	"K"	0.0333544699911784	2.78302935577536
"3519"	"Div5_set1_38"	"End"	"F06"	"Cipro"	1.042	"µM"	NA	"l"	6.11125360337774	2.78302935577536
"3520"	"Div5_set1_38"	"End"	"F06"	"Cipro"	1.042	"µM"	NA	"r"	0.000559515872681559	2.78302935577536
"3521"	"Div5_set1_38"	"End"	"F05"	"Cipro"	2.259	"µM"	NA	"K"	0.0468763164633867	3.93397651320409
"3522"	"Div5_set1_38"	"End"	"F05"	"Cipro"	2.259	"µM"	NA	"l"	39.4759909295737	3.93397651320409
"3523"	"Div5_set1_38"	"End"	"F05"	"Cipro"	2.259	"µM"	NA	"r"	0.0434712291174193	3.93397651320409
"3524"	"Div5_set1_38"	"End"	"F04"	"Cipro"	4.9	"µM"	NA	"K"	0.0120531971054731	0.777266163136927
"3525"	"Div5_set1_38"	"End"	"F04"	"Cipro"	4.9	"µM"	NA	"l"	47.7694765180739	0.777266163136927
"3526"	"Div5_set1_38"	"End"	"F04"	"Cipro"	4.9	"µM"	NA	"r"	0.000595453618880536	0.777266163136927
"3527"	"Div5_set1_38"	"End"	"F03"	"Cipro"	10.628	"µM"	NA	NA	0	0
"3528"	"Div5_set1_38"	"End"	"F02"	"Cipro"	23.052	"µM"	NA	NA	0	0
"3529"	"Div5_set1_38"	"End"	"F01"	"Cipro"	50	"µM"	NA	NA	0	0
"3530"	"Div5_set1_38"	"End"	"E12"	"SMX"	6e-04	"µM"	NA	"K"	0.0782599285099711	7.80613196702799
"3531"	"Div5_set1_38"	"End"	"E12"	"SMX"	6e-04	"µM"	NA	"l"	22.881649273843	7.80613196702799
"3532"	"Div5_set1_38"	"End"	"E12"	"SMX"	6e-04	"µM"	NA	"r"	0.0330944340458968	7.80613196702799
"3533"	"Div5_set1_38"	"End"	"E11"	"SMX"	0.002	"µM"	NA	"K"	0.145949756377896	14.3355114285651
"3534"	"Div5_set1_38"	"End"	"E11"	"SMX"	0.002	"µM"	NA	"l"	17.0791383731126	14.3355114285651
"3535"	"Div5_set1_38"	"End"	"E11"	"SMX"	0.002	"µM"	NA	"r"	0.00973529993121216	14.3355114285651
"3536"	"Div5_set1_38"	"End"	"E10"	"SMX"	0.005	"µM"	NA	"K"	0.157239357116566	15.6549473365512
"3537"	"Div5_set1_38"	"End"	"E10"	"SMX"	0.005	"µM"	NA	"l"	23.0308711334802	15.6549473365512
"3538"	"Div5_set1_38"	"End"	"E10"	"SMX"	0.005	"µM"	NA	"r"	0.0648134638111192	15.6549473365512
"3539"	"Div5_set1_38"	"End"	"E09"	"SMX"	0.015	"µM"	NA	"K"	0.130355357150047	12.9696272190206
"3540"	"Div5_set1_38"	"End"	"E09"	"SMX"	0.015	"µM"	NA	"l"	23.078642626271	12.9696272190206
"3541"	"Div5_set1_38"	"End"	"E09"	"SMX"	0.015	"µM"	NA	"r"	0.0530132631655992	12.9696272190206
"3542"	"Div5_set2_13"	"End"	"D06"	"Cont"	NA	NA	NA	"K"	0.113885642893083	11.5186141458855
"3543"	"Div5_set2_13"	"End"	"D06"	"Cont"	NA	NA	NA	"l"	21.3663932698331	11.5186141458855
"3544"	"Div5_set2_13"	"End"	"D06"	"Cont"	NA	NA	NA	"r"	0.0443003840958868	11.5186141458855
"3545"	"Div5_set1_38"	"End"	"E08"	"SMX"	0.046	"µM"	NA	"K"	0.134963357206342	13.4161929747237
"3546"	"Div5_set1_38"	"End"	"E08"	"SMX"	0.046	"µM"	NA	"l"	23.1963919986551	13.4161929747237
"3547"	"Div5_set1_38"	"End"	"E08"	"SMX"	0.046	"µM"	NA	"r"	0.0560491510814125	13.4161929747237
"3548"	"Div5_set2_13"	"End"	"D07"	"Cont"	NA	NA	NA	"K"	0.11894307142289	12.1620114599964
"3549"	"Div5_set2_13"	"End"	"D07"	"Cont"	NA	NA	NA	"l"	20.2723573736831	12.1620114599964
"3550"	"Div5_set2_13"	"End"	"D07"	"Cont"	NA	NA	NA	"r"	0.0467317295899767	12.1620114599964
"3551"	"Div5_set1_38"	"End"	"E07"	"SMX"	0.14	"µM"	NA	"K"	0.131371928585899	13.0964462392609
"3552"	"Div5_set1_38"	"End"	"E07"	"SMX"	0.14	"µM"	NA	"l"	22.8686584070519	13.0964462392609
"3553"	"Div5_set1_38"	"End"	"E07"	"SMX"	0.14	"µM"	NA	"r"	0.0528777593859209	13.0964462392609
"3554"	"Div5_set2_13"	"End"	"D04"	"Cont"	NA	NA	NA	"K"	0.119907214188493	12.2489799530053
"3555"	"Div5_set2_13"	"End"	"D04"	"Cont"	NA	NA	NA	"l"	20.3477939361637	12.2489799530053
"3556"	"Div5_set2_13"	"End"	"D04"	"Cont"	NA	NA	NA	"r"	0.0464343232988922	12.2489799530053
"3557"	"Div5_set1_38"	"End"	"E06"	"SMX"	0.41	"µM"	NA	"K"	0.137037357055196	13.6778798715468
"3558"	"Div5_set1_38"	"End"	"E06"	"SMX"	0.41	"µM"	NA	"l"	22.7542152787913	13.6778798715468
"3559"	"Div5_set1_38"	"End"	"E06"	"SMX"	0.41	"µM"	NA	"r"	0.0554232394766409	13.6778798715468
"3560"	"Div5_set2_13"	"End"	"D05"	"Cont"	NA	NA	NA	"K"	0.118180214280276	12.0406758062121
"3561"	"Div5_set2_13"	"End"	"D05"	"Cont"	NA	NA	NA	"l"	20.6547394236869	12.0406758062121
"3562"	"Div5_set2_13"	"End"	"D05"	"Cont"	NA	NA	NA	"r"	0.0469201971519434	12.0406758062121
"3563"	"Div5_set1_38"	"End"	"E05"	"SMX"	1.23	"µM"	NA	"K"	0.141975214344272	14.1475594225778
"3564"	"Div5_set1_38"	"End"	"E05"	"SMX"	1.23	"µM"	NA	"l"	22.9402160303005	14.1475594225778
"3565"	"Div5_set1_38"	"End"	"E05"	"SMX"	1.23	"µM"	NA	"r"	0.0583581946107501	14.1475594225778
"3566"	"Div5_set2_13"	"End"	"D10"	"Cont"	NA	NA	NA	"K"	0.111524357153923	11.2298186323716
"3567"	"Div5_set2_13"	"End"	"D10"	"Cont"	NA	NA	NA	"l"	21.8377379553853	11.2298186323716
"3568"	"Div5_set2_13"	"End"	"D10"	"Cont"	NA	NA	NA	"r"	0.0440655305300624	11.2298186323716
"3569"	"Div5_set1_38"	"End"	"E04"	"SMX"	3.7	"µM"	NA	"K"	0.132883071958492	13.1806434389468
"3570"	"Div5_set1_38"	"End"	"E04"	"SMX"	3.7	"µM"	NA	"l"	23.3212216204243	13.1806434389468
"3571"	"Div5_set1_38"	"End"	"E04"	"SMX"	3.7	"µM"	NA	"r"	0.0517847769622426	13.1806434389468
"3572"	"Div5_set2_13"	"End"	"D11"	"Cont"	NA	NA	NA	"K"	0.128559643183141	12.8955397400644
"3573"	"Div5_set2_13"	"End"	"D11"	"Cont"	NA	NA	NA	"l"	22.1386497998097	12.8955397400644
"3574"	"Div5_set2_13"	"End"	"D11"	"Cont"	NA	NA	NA	"r"	0.0480194669710236	12.8955397400644
"3575"	"Div5_set1_38"	"End"	"E03"	"SMX"	11.11	"µM"	NA	"K"	0.101390753448215	9.49874021264339
"3576"	"Div5_set1_38"	"End"	"E03"	"SMX"	11.11	"µM"	NA	"l"	20.7636311393031	9.49874021264339
"3577"	"Div5_set1_38"	"End"	"E03"	"SMX"	11.11	"µM"	NA	"r"	0.00615893682343335	9.49874021264339
"3578"	"Div5_set2_13"	"End"	"D08"	"Cont"	NA	NA	NA	"K"	0.126603785399675	13.3289340735079
"3579"	"Div5_set2_13"	"End"	"D08"	"Cont"	NA	NA	NA	"l"	17.0988413436385	13.3289340735079
"3580"	"Div5_set2_13"	"End"	"D08"	"Cont"	NA	NA	NA	"r"	0.0453332869825765	13.3289340735079
"3581"	"Div5_set1_38"	"End"	"E02"	"SMX"	33.33	"µM"	NA	"K"	0.102604325749141	8.36859219689604
"3582"	"Div5_set1_38"	"End"	"E02"	"SMX"	33.33	"µM"	NA	"l"	31.6149702941346	8.36859219689604
"3583"	"Div5_set1_38"	"End"	"E02"	"SMX"	33.33	"µM"	NA	"r"	0.00550052091051232	8.36859219689604
"3584"	"Div5_set2_13"	"End"	"D09"	"Cont"	NA	NA	NA	"K"	0.114478357138982	11.7171705495936
"3585"	"Div5_set2_13"	"End"	"D09"	"Cont"	NA	NA	NA	"l"	20.0060102407968	11.7171705495936
"3586"	"Div5_set2_13"	"End"	"D09"	"Cont"	NA	NA	NA	"r"	0.0404706005915559	11.7171705495936
"3587"	"Div5_set1_38"	"End"	"E01"	"SMX"	100	"µM"	NA	"K"	0.0484421195850672	3.57334517173396
"3588"	"Div5_set1_38"	"End"	"E01"	"SMX"	100	"µM"	NA	"l"	38.4410012641808	3.57334517173396
"3589"	"Div5_set1_38"	"End"	"E01"	"SMX"	100	"µM"	NA	"r"	0.00238319677174226	3.57334517173396
"3590"	"Div5_set1_38"	"End"	"D12"	"Cont"	NA	NA	NA	"K"	0.0772120711459029	7.71217670061566
"3591"	"Div5_set1_38"	"End"	"D12"	"Cont"	NA	NA	NA	"l"	22.632323078733	7.71217670061566
"3592"	"Div5_set1_38"	"End"	"D12"	"Cont"	NA	NA	NA	"r"	0.0301725048450433	7.71217670061566
"3593"	"Div5_set1_38"	"End"	"D11"	"Cont"	NA	NA	NA	"K"	0.138260501790107	13.7399128277144
"3594"	"Div5_set1_38"	"End"	"D11"	"Cont"	NA	NA	NA	"l"	23.0387939241024	13.7399128277144
"3595"	"Div5_set1_38"	"End"	"D11"	"Cont"	NA	NA	NA	"r"	0.0506399424862042	13.7399128277144
"3596"	"Div5_set1_38"	"End"	"D10"	"Cont"	NA	NA	NA	"K"	0.157765556814907	15.6860642772803
"3597"	"Div5_set1_38"	"End"	"D10"	"Cont"	NA	NA	NA	"l"	22.0852148150901	15.6860642772803
"3598"	"Div5_set1_38"	"End"	"D10"	"Cont"	NA	NA	NA	"r"	0.036787003853658	15.6860642772803
"3599"	"Div5_set1_38"	"End"	"D09"	"Cont"	NA	NA	NA	"K"	0.147431928947949	14.6624470595201
"3600"	"Div5_set1_38"	"End"	"D09"	"Cont"	NA	NA	NA	"l"	23.0740109195065	14.6624470595201
"3601"	"Div5_set1_38"	"End"	"D09"	"Cont"	NA	NA	NA	"r"	0.0580545566984164	14.6624470595201
"3602"	"Div5_set1_38"	"End"	"D08"	"Cont"	NA	NA	NA	"K"	0.15089612325007	14.9704321622766
"3603"	"Div5_set1_38"	"End"	"D08"	"Cont"	NA	NA	NA	"l"	18.4735744213512	14.9704321622766
"3604"	"Div5_set1_38"	"End"	"D08"	"Cont"	NA	NA	NA	"r"	0.0138616827308082	14.9704321622766
"3605"	"Div5_set1_38"	"End"	"D07"	"Cont"	NA	NA	NA	"K"	0.14999624334683	16.2006362623387
"3606"	"Div5_set1_38"	"End"	"D07"	"Cont"	NA	NA	NA	"l"	2.65039353132073	16.2006362623387
"3607"	"Div5_set1_38"	"End"	"D07"	"Cont"	NA	NA	NA	"r"	0.00654515688989535	16.2006362623387
"3608"	"Div5_set1_38"	"End"	"D06"	"Cont"	NA	NA	NA	"K"	0.160075560484744	16.3327328377614
"3609"	"Div5_set1_38"	"End"	"D06"	"Cont"	NA	NA	NA	"l"	12.2894476005611	16.3327328377614
"3610"	"Div5_set1_38"	"End"	"D06"	"Cont"	NA	NA	NA	"r"	0.00959586427073007	16.3327328377614
"3611"	"Div5_set1_38"	"End"	"D05"	"Cont"	NA	NA	NA	"K"	0.13512593322243	13.522921784536
"3612"	"Div5_set1_38"	"End"	"D05"	"Cont"	NA	NA	NA	"l"	22.1439841566241	13.522921784536
"3613"	"Div5_set1_38"	"End"	"D05"	"Cont"	NA	NA	NA	"r"	0.0440576065288961	13.522921784536
"3614"	"Div5_set1_38"	"End"	"D04"	"Cont"	NA	NA	NA	"K"	0.132773357213841	13.2339585083937
"3615"	"Div5_set1_38"	"End"	"D04"	"Cont"	NA	NA	NA	"l"	22.9138891439151	13.2339585083937
"3616"	"Div5_set1_38"	"End"	"D04"	"Cont"	NA	NA	NA	"r"	0.0545307630343911	13.2339585083937
"3617"	"Div5_set1_38"	"End"	"D03"	"Cont"	NA	NA	NA	"K"	0.144717071481048	14.422391980545
"3618"	"Div5_set1_38"	"End"	"D03"	"Cont"	NA	NA	NA	"l"	22.9131128000161	14.422391980545
"3619"	"Div5_set1_38"	"End"	"D03"	"Cont"	NA	NA	NA	"r"	0.0588173758980762	14.422391980545
"3620"	"Div5_set1_38"	"End"	"D02"	"Cont"	NA	NA	NA	"K"	0.139490785719579	13.9250110513446
"3621"	"Div5_set1_38"	"End"	"D02"	"Cont"	NA	NA	NA	"l"	22.7474822008613	13.9250110513446
"3622"	"Div5_set1_38"	"End"	"D02"	"Cont"	NA	NA	NA	"r"	0.0567873051735647	13.9250110513446
"3623"	"Div5_set1_38"	"End"	"D01"	"Cont"	NA	NA	NA	"K"	0.15499309560354	15.398101973381
"3624"	"Div5_set1_38"	"End"	"D01"	"Cont"	NA	NA	NA	"l"	22.7763656762495	15.398101973381
"3625"	"Div5_set1_38"	"End"	"D01"	"Cont"	NA	NA	NA	"r"	0.0479215168359835	15.398101973381
"3626"	"Div5_set1_38"	"End"	"C12"	"Cipro"	0.01	"µM"	NA	"K"	0.0639569284476816	6.50725897884954
"3627"	"Div5_set1_38"	"End"	"C12"	"Cipro"	0.01	"µM"	NA	"l"	20.7071418935688	6.50725897884954
"3628"	"Div5_set1_38"	"End"	"C12"	"Cipro"	0.01	"µM"	NA	"r"	0.0239634302439536	6.50725897884954
"3629"	"Div5_set1_38"	"End"	"C11"	"Cipro"	0.022	"µM"	NA	"K"	0.146706642861214	14.5735266956014
"3630"	"Div5_set1_38"	"End"	"C11"	"Cipro"	0.022	"µM"	NA	"l"	23.3270192879258	14.5735266956014
"3631"	"Div5_set1_38"	"End"	"C11"	"Cipro"	0.022	"µM"	NA	"r"	0.0637598199379451	14.5735266956014
"3632"	"Div5_set1_38"	"End"	"C10"	"Cipro"	0.047	"µM"	NA	"K"	0.156104642941135	15.4842704371542
"3633"	"Div5_set1_38"	"End"	"C10"	"Cipro"	0.047	"µM"	NA	"l"	23.439236818002	15.4842704371542
"3634"	"Div5_set1_38"	"End"	"C10"	"Cipro"	0.047	"µM"	NA	"r"	0.0661462684742169	15.4842704371542
"3635"	"Div5_set1_38"	"End"	"C09"	"Cipro"	0.102	"µM"	NA	"K"	0.162535500969504	16.1705359676637
"3636"	"Div5_set1_38"	"End"	"C09"	"Cipro"	0.102	"µM"	NA	"l"	22.9680114620184	16.1705359676637
"3637"	"Div5_set1_38"	"End"	"C09"	"Cipro"	0.102	"µM"	NA	"r"	0.0611307466983713	16.1705359676637
"3638"	"Div5_set1_38"	"End"	"C08"	"Cipro"	0.221	"µM"	NA	"K"	0.134725368457216	13.3919406440207
"3639"	"Div5_set1_38"	"End"	"C08"	"Cipro"	0.221	"µM"	NA	"l"	22.8024043915328	13.3919406440207
"3640"	"Div5_set1_38"	"End"	"C08"	"Cipro"	0.221	"µM"	NA	"r"	0.0435287478881597	13.3919406440207
"3641"	"Div5_set1_38"	"End"	"C07"	"Cipro"	0.48	"µM"	NA	"K"	0.0633709289533803	6.34386898328515
"3642"	"Div5_set1_38"	"End"	"C07"	"Cipro"	0.48	"µM"	NA	"l"	22.2880305691175	6.34386898328515
"3643"	"Div5_set1_38"	"End"	"C07"	"Cipro"	0.48	"µM"	NA	"r"	0.0229098475843584	6.34386898328515
"3644"	"Div5_set1_38"	"End"	"C06"	"Cipro"	1.042	"µM"	NA	"K"	0.0444097331560001	2.48854695650942
"3645"	"Div5_set1_38"	"End"	"C06"	"Cipro"	1.042	"µM"	NA	"l"	-26.1048097174775	2.48854695650942
"3646"	"Div5_set1_38"	"End"	"C06"	"Cipro"	1.042	"µM"	NA	"r"	0.000232408125346	2.48854695650942
"3647"	"Div5_set1_38"	"End"	"C05"	"Cipro"	2.259	"µM"	NA	"K"	0.0362229832066004	3.02909423220928
"3648"	"Div5_set1_38"	"End"	"C05"	"Cipro"	2.259	"µM"	NA	"l"	39.8015991797248	3.02909423220928
"3649"	"Div5_set1_38"	"End"	"C05"	"Cipro"	2.259	"µM"	NA	"r"	0.0380545323503328	3.02909423220928
"3650"	"Div5_set1_38"	"End"	"C04"	"Cipro"	4.9	"µM"	NA	"K"	0.0344961894303974	1.73724768896243
"3651"	"Div5_set1_38"	"End"	"C04"	"Cipro"	4.9	"µM"	NA	"l"	14.8718590117338	1.73724768896243
"3652"	"Div5_set1_38"	"End"	"C04"	"Cipro"	4.9	"µM"	NA	"r"	0.000298863972678702	1.73724768896243
"3653"	"Div5_set1_38"	"End"	"C03"	"Cipro"	10.628	"µM"	NA	NA	0	0
"3654"	"Div5_set1_38"	"End"	"C02"	"Cipro"	23.052	"µM"	NA	NA	0	0
"3655"	"Div5_set1_38"	"End"	"C01"	"Cipro"	50	"µM"	NA	NA	0	0
"3656"	"Div5_set1_38"	"End"	"B04"	"SMX"	3.7	"µM"	NA	"K"	0.140149940676549	13.8651153494446
"3657"	"Div5_set1_38"	"End"	"B04"	"SMX"	3.7	"µM"	NA	"l"	23.3285185653763	13.8651153494446
"3658"	"Div5_set1_38"	"End"	"B04"	"SMX"	3.7	"µM"	NA	"r"	0.04671170465893	13.8651153494446
"3659"	"Div5_set1_38"	"End"	"B03"	"SMX"	11.11	"µM"	NA	"K"	0.120408231024665	10.9643432739442
"3660"	"Div5_set1_38"	"End"	"B03"	"SMX"	11.11	"µM"	NA	"l"	18.6833285483204	10.9643432739442
"3661"	"Div5_set1_38"	"End"	"B03"	"SMX"	11.11	"µM"	NA	"r"	0.00490027503163	10.9643432739442
"3662"	"Div5_set1_38"	"End"	"B02"	"SMX"	33.33	"µM"	NA	"K"	0.107727646301071	8.7474808265274
"3663"	"Div5_set1_38"	"End"	"B02"	"SMX"	33.33	"µM"	NA	"l"	25.2042384508669	8.7474808265274
"3664"	"Div5_set1_38"	"End"	"B02"	"SMX"	33.33	"µM"	NA	"r"	0.00355146673725597	8.7474808265274
"3665"	"Div5_set1_38"	"End"	"B01"	"SMX"	100	"µM"	NA	"K"	0.0632493647850367	4.66603820602218
"3666"	"Div5_set1_38"	"End"	"B01"	"SMX"	100	"µM"	NA	"l"	31.3605639913364	4.66603820602218
"3667"	"Div5_set1_38"	"End"	"B01"	"SMX"	100	"µM"	NA	"r"	0.00194363941808486	4.66603820602218
"3668"	"Div5_set1_38"	"End"	"A12"	"Cont"	NA	NA	NA	"K"	0.0996546434032491	9.98995660870797
"3669"	"Div5_set1_38"	"End"	"A12"	"Cont"	NA	NA	NA	"l"	22.1455844824929	9.98995660870797
"3670"	"Div5_set1_38"	"End"	"A12"	"Cont"	NA	NA	NA	"r"	0.0359463128237659	9.98995660870797
"3671"	"Div5_set1_38"	"End"	"A11"	"Cont"	NA	NA	NA	"K"	0.155451561112979	16.1285360958149
"3672"	"Div5_set1_38"	"End"	"A11"	"Cont"	NA	NA	NA	"l"	6.4276502006222	16.1285360958149
"3673"	"Div5_set1_38"	"End"	"A11"	"Cont"	NA	NA	NA	"r"	0.0065290358002666	16.1285360958149
"3674"	"Div5_set1_38"	"End"	"A10"	"Cont"	NA	NA	NA	"K"	0.142452741794564	14.7683475352366
"3675"	"Div5_set1_38"	"End"	"A10"	"Cont"	NA	NA	NA	"l"	6.7022203653305	14.7683475352366
"3676"	"Div5_set1_38"	"End"	"A10"	"Cont"	NA	NA	NA	"r"	0.00606760796999363	14.7683475352366
"3677"	"Div5_set1_38"	"End"	"A09"	"Cont"	NA	NA	NA	"K"	0.117946836213451	11.7896228289945
"3678"	"Div5_set1_38"	"End"	"A09"	"Cont"	NA	NA	NA	"l"	15.8787235984172	11.7896228289945
"3679"	"Div5_set1_38"	"End"	"A09"	"Cont"	NA	NA	NA	"r"	0.00838243359391308	11.7896228289945
"3680"	"Div5_set2_11"	"End"	"B06"	"NaCl"	1.18	"percent"	NA	"K"	0.121107986082882	11.8953058999707
"3681"	"Div5_set2_11"	"End"	"B06"	"NaCl"	1.18	"percent"	NA	"l"	20.1906568332172	11.8953058999707
"3682"	"Div5_set2_11"	"End"	"B06"	"NaCl"	1.18	"percent"	NA	"r"	0.0125735994330533	11.8953058999707
"3683"	"Div5_set1_34"	"End"	"H12"	"Blank"	NA	NA	NA	NA	0	0
"3684"	"Div5_set2_11"	"End"	"B07"	"NaCl"	0.77	"percent"	NA	"K"	0.119857724044677	11.836451470393
"3685"	"Div5_set2_11"	"End"	"B07"	"NaCl"	0.77	"percent"	NA	"l"	15.902865276843	11.836451470393
"3686"	"Div5_set2_11"	"End"	"B07"	"NaCl"	0.77	"percent"	NA	"r"	0.00744352167174376	11.836451470393
"3687"	"Div5_set1_34"	"End"	"H11"	"Blank"	NA	NA	NA	NA	0	0
"3688"	"Div5_set2_11"	"End"	"B04"	"NaCl"	2.76	"percent"	NA	"K"	0.0927879178244173	7.40642931160742
"3689"	"Div5_set2_11"	"End"	"B04"	"NaCl"	2.76	"percent"	NA	"l"	25.07079732255	7.40642931160742
"3690"	"Div5_set2_11"	"End"	"B04"	"NaCl"	2.76	"percent"	NA	"r"	0.00281614927462471	7.40642931160742
"3691"	"Div5_set1_34"	"End"	"H10"	"Cont"	NA	NA	NA	"K"	0.128168214280305	12.7498200897874
"3692"	"Div5_set1_34"	"End"	"H10"	"Cont"	NA	NA	NA	"l"	23.0583754272747	12.7498200897874
"3693"	"Div5_set1_34"	"End"	"H10"	"Cont"	NA	NA	NA	"r"	0.0507891718312514	12.7498200897874
"3694"	"Div5_set2_11"	"End"	"B05"	"NaCl"	1.81	"percent"	NA	"K"	0.135009059927587	12.7107945069161
"3695"	"Div5_set2_11"	"End"	"B05"	"NaCl"	1.81	"percent"	NA	"l"	19.3674322775731	12.7107945069161
"3696"	"Div5_set2_11"	"End"	"B05"	"NaCl"	1.81	"percent"	NA	"r"	0.00747131543493467	12.7107945069161
"3697"	"Div5_set1_34"	"End"	"H09"	"Cont"	NA	NA	NA	"K"	0.119346357370203	11.883860586174
"3698"	"Div5_set1_34"	"End"	"H09"	"Cont"	NA	NA	NA	"l"	22.9342226537092	11.883860586174
"3699"	"Div5_set1_34"	"End"	"H09"	"Cont"	NA	NA	NA	"r"	0.0464375545405861	11.883860586174
"3700"	"Div5_set2_11"	"End"	"B10"	"NaCl"	0.22	"percent"	NA	"K"	0.141606736133704	14.0942118653098
"3701"	"Div5_set2_11"	"End"	"B10"	"NaCl"	0.22	"percent"	NA	"l"	22.9675171617311	14.0942118653098
"3702"	"Div5_set2_11"	"End"	"B10"	"NaCl"	0.22	"percent"	NA	"r"	0.0547110431154632	14.0942118653098
"3703"	"Div5_set1_34"	"End"	"H08"	"Cont"	NA	NA	NA	"K"	0.124535357474437	12.3984483945022
