sampling	CellsL	CellsD	CellsT	pDead	DIV	Tox	BOT	ToxC
10/10/13	1786564.252	87797.7397	1874361.992	4.684139994	4	1	45	1.00E-07
10/10/13	1827736.246	30191.81392	1857928.059	1.625025994	4	6	47	1.00E-10
10/10/13	746637.8968	20710.77148	767348.6682	2.699004029	4	3	48	6.31E-09
10/10/13	533890.1036	25860.47682	559750.5804	4.62	5	0	9	0
10/10/13	533890.1036	25860.47682	559750.5804	4.62	5	0	11	0
10/10/13	533890.1036	25860.47682	559750.5804	4.62	5	0	30	0
10/10/13	435730.5028	23066.22676	458796.7296	5.027548209	5	0	9	0
10/10/13	435730.5028	23066.22676	458796.7296	5.027548209	5	0	11	0
10/10/13	435730.5028	23066.22676	458796.7296	5.027548209	5	0	30	0
10/10/13	749477.5578	30053.9354	779531.4932	3.855384377	5	1	13	1.00E-07
10/10/13	1443673.682	53029.89811	1496703.58	3.543112932	5	4	21	1.58E-09
10/10/13	474253.7596	24842.14593	499095.9056	4.977429318	5	0	9	0
10/10/13	474253.7596	24842.14593	499095.9056	4.977429318	5	0	11	0
10/10/13	474253.7596	24842.14593	499095.9056	4.977429318	5	0	30	0
10/10/13	375444.8653	22282.11775	397726.9831	5.602365115	5	2	31	2.51E-08
10/10/13	1164905.459	26334.22598	1191239.685	2.21065721	5	5	34	3.98E-10
10/10/13	693965.7159	67681.43622	761647.1521	8.88619304	5	3	38	6.31E-09
